user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
114,Weekday,9.77,13.45,4,5,Yes,9.46,62.0,59.91,Low,6.345957011258956,17.45
114,Weekend,4.11,5.73,0,4,Yes,8.02,56.8,63.08,Low,13.819951338199512,5.73
114,Weekday,8.95,11.85,1,4,No,6.99,61.5,70.54,Medium,6.871508379888269,12.85
114,Weekday,8.11,11.13,4,4,Yes,8.52,40.0,90.57,Medium,4.932182490752158,15.13
114,Weekday,8.51,12.43,2,1,No,6.77,40.0,102.43,Medium,4.700352526439483,14.43
114,Weekday,8.96,10.75,2,1,No,6.71,40.0,113.9,High,4.4642857142857135,12.75
114,Weekday,7.33,10.23,1,4,No,6.49,40.0,120.94,High,5.457025920873124,11.23
114,Weekend,3.07,6.82,0,2,No,6.26,40.0,121.82,High,13.029315960912053,6.82
115,Weekend,4.19,6.44,2,2,Yes,7.45,92.7,15.0,Low,22.124105011933175,8.440000000000001
115,Weekday,10.79,13.18,1,1,No,5.34,84.4,24.14,Low,7.822057460611679,14.18
115,Weekend,4.38,5.98,0,5,No,7.1,90.4,21.57,Low,20.639269406392696,5.98
115,Weekend,4.05,6.26,1,2,No,6.34,87.4,23.71,Low,21.58024691358025,7.26
115,Weekend,4.24,5.79,0,3,Yes,7.46,94.5,21.74,Low,22.287735849056602,5.79
115,Weekday,8.4,10.83,2,4,Yes,5.31,86.5,29.78,Low,10.297619047619047,12.83
115,Weekend,7.06,10.88,1,3,No,4.72,78.8,36.37,Low,11.161473087818697,11.88
115,Weekday,6.44,9.91,3,5,No,6.2,72.7,41.61,Low,11.288819875776397,12.91
115,Weekend,4.34,7.55,0,1,Yes,8.11,75.8,41.86,Low,17.465437788018434,7.55
115,Weekday,9.65,11.64,5,5,No,8.76,76.8,45.8,Low,7.958549222797927,16.64
116,Weekday,8.33,9.98,3,3,No,7.3,85.7,18.63,Low,10.288115246098439,12.98
116,Weekday,9.42,10.97,2,4,No,6.26,80.8,29.84,Low,8.577494692144374,12.97
116,Weekend,5.56,8.34,0,3,No,6.25,71.8,36.78,Low,12.913669064748202,8.34
116,Weekday,8.54,10.91,3,2,No,5.84,70.2,47.77,Low,8.220140515222484,13.91
116,Weekday,8.1,10.09,3,5,No,6.51,68.9,55.91,Low,8.506172839506174,13.09
116,Weekend,6.15,8.48,1,2,No,6.11,63.2,63.51,Low,10.276422764227641,9.48
116,Weekend,5.93,7.5,4,3,No,8.6,48.2,73.99,Medium,8.128161888701518,11.5
116,Weekend,4.42,8.19,0,2,No,6.54,55.3,73.64,Medium,12.51131221719457,8.19
116,Weekday,7.96,10.07,5,5,No,7.84,50.2,83.65,Medium,6.306532663316584,15.07
116,Weekday,7.82,10.5,4,2,Yes,5.99,40.0,99.69,Medium,5.115089514066496,14.5
117,Weekend,3.2,6.54,0,3,No,7.68,88.1,13.5,Low,27.531249999999996,6.54
117,Weekend,4.31,6.5,4,1,No,7.39,84.9,17.3,Low,19.698375870069608,10.5
117,Weekend,5.05,8.46,0,4,Yes,7.66,85.5,19.01,Low,16.93069306930693,8.46
117,Weekend,3.0,6.55,0,2,Yes,5.91,85.6,20.55,Low,28.53333333333333,6.55
117,Weekday,5.5,9.12,1,3,Yes,6.87,87.2,23.35,Low,15.854545454545455,10.12
117,Weekend,4.72,8.41,1,1,No,5.26,81.0,28.72,Low,17.161016949152543,9.41
117,Weekend,5.45,7.61,0,3,Yes,7.35,71.7,34.82,Low,13.155963302752294,7.61
117,Weekend,5.49,7.16,1,3,No,7.34,84.2,31.39,Low,15.336976320582878,8.16
117,Weekday,7.45,10.15,2,1,No,6.97,82.8,36.56,Low,11.114093959731543,12.15
117,Weekday,8.36,11.39,0,1,No,6.23,66.7,47.94,Low,7.978468899521532,11.39
118,Weekday,8.05,11.86,1,4,No,6.5,85.8,15.55,Low,10.6583850931677,12.86
118,Weekend,3.06,5.87,2,1,Yes,8.07,90.2,15.8,Low,29.477124183006538,7.87
118,Weekend,4.03,7.07,3,2,Yes,7.77,86.0,20.84,Low,21.339950372208435,10.07
118,Weekend,3.08,6.05,0,5,Yes,6.9,92.9,18.37,Low,30.162337662337663,6.05
118,Weekend,3.0,6.52,1,4,No,6.63,83.8,22.05,Low,27.933333333333334,7.52
118,Weekend,4.94,7.24,1,2,Yes,6.04,89.6,23.62,Low,18.137651821862345,8.24
118,Weekday,5.43,8.09,4,2,Yes,7.91,78.3,33.28,Low,14.41988950276243,12.09
118,Weekday,7.76,9.5,0,4,Yes,6.16,72.7,40.83,Low,9.36855670103093,9.5
118,Weekend,3.07,6.35,2,5,Yes,6.5,75.4,41.38,Low,24.56026058631922,8.35
118,Weekday,9.24,12.57,4,2,No,5.78,67.2,53.59,Low,7.2727272727272725,16.57
119,Weekend,3.68,6.17,2,3,No,7.96,81.5,17.27,Low,22.14673913043478,8.17
119,Weekend,6.38,9.38,0,5,No,6.47,99.1,11.32,Low,15.532915360501567,9.38
119,Weekday,8.56,11.11,3,1,Yes,5.72,90.7,18.6,Low,10.595794392523365,14.11
119,Weekend,6.65,9.36,2,2,Yes,7.08,90.4,21.18,Low,13.593984962406015,11.36
119,Weekday,8.02,11.34,2,5,No,8.01,89.9,23.33,Low,11.209476309226934,13.34
119,Weekend,4.97,7.52,2,4,Yes,7.16,82.0,27.89,Low,16.4989939637827,9.52
119,Weekend,4.24,8.1,2,3,No,6.99,77.5,30.58,Low,18.278301886792452,10.1
119,Weekend,4.52,6.42,0,2,No,6.12,85.2,28.12,Low,18.849557522123895,6.42
119,Weekday,8.17,10.29,2,1,No,8.92,73.2,35.14,Low,8.959608323133414,12.29
119,Weekday,7.4,9.47,2,3,Yes,7.42,77.4,35.91,Low,10.45945945945946,11.47
120,Weekend,4.44,6.75,1,5,Yes,5.7,94.1,10.52,Low,21.19369369369369,7.75
120,Weekday,8.72,11.97,8,5,Yes,8.8,86.8,19.19,Low,9.954128440366972,19.97
120,Weekend,4.28,7.05,2,5,No,8.4,80.0,22.09,Low,18.69158878504673,9.05
120,Weekday,7.3,9.64,1,4,Yes,6.38,87.4,22.55,Low,11.972602739726028,10.64
120,Weekend,4.57,7.6,1,5,No,6.7,91.8,21.49,Low,20.08752735229759,8.6
120,Weekend,3.83,6.49,2,3,No,7.71,83.9,25.18,Low,21.906005221932116,8.49
120,Weekday,7.93,10.58,1,5,Yes,6.77,79.0,30.68,Low,9.962168978562422,11.58
120,Weekday,8.12,10.41,5,2,Yes,6.25,78.3,36.63,Low,9.642857142857144,15.41
120,Weekend,3.0,5.81,1,1,Yes,6.83,77.0,38.41,Low,25.666666666666668,6.81
120,Weekend,3.26,6.85,1,2,No,8.17,84.1,35.71,Low,25.79754601226994,7.85
121,Weekday,8.33,11.91,3,1,No,6.91,96.6,9.37,Low,11.596638655462185,14.91
121,Weekend,5.39,7.35,0,5,Yes,9.07,86.9,13.88,Low,16.122448979591837,7.35
121,Weekend,5.91,9.6,3,3,No,8.72,87.9,15.2,Low,14.873096446700508,12.6
121,Weekday,8.35,11.83,4,4,No,6.85,86.6,19.29,Low,10.37125748502994,15.83
121,Weekday,8.73,11.93,5,2,Yes,6.6,84.0,25.38,Low,9.621993127147766,16.93
121,Weekday,9.07,12.22,4,4,Yes,7.51,80.8,31.07,Low,8.90848952590959,16.22
121,Weekend,3.0,5.69,0,1,No,8.75,72.5,33.96,Low,24.166666666666668,5.69
121,Weekday,8.63,10.93,5,3,Yes,7.17,77.8,36.37,Low,9.015063731170335,15.93
121,Weekday,9.33,12.0,1,4,Yes,7.74,71.8,42.38,Low,7.695605573419078,13.0
121,Weekend,3.0,4.51,0,1,No,6.88,64.7,45.06,Low,21.566666666666666,4.51
122,Weekend,3.84,5.54,0,1,No,6.76,91.0,11.52,Low,23.697916666666668,5.54
122,Weekday,10.26,13.46,2,4,No,7.99,88.3,17.04,Low,8.606237816764132,15.46
122,Weekday,8.64,10.29,5,2,No,9.27,96.8,17.74,Low,11.203703703703702,15.29
122,Weekend,5.28,8.83,2,5,Yes,6.74,82.2,25.98,Low,15.568181818181818,10.83
122,Weekday,10.12,13.73,6,2,No,5.71,87.4,30.8,Low,8.636363636363638,19.73
122,Weekend,3.38,5.62,1,2,No,6.9,83.1,32.85,Low,24.585798816568047,6.62
122,Weekday,10.94,12.55,2,5,No,9.54,71.6,41.31,Low,6.544789762340036,14.55
122,Weekday,7.6,9.51,2,4,No,6.98,72.3,43.83,Low,9.513157894736842,11.51
122,Weekend,3.0,6.44,2,3,Yes,8.01,77.9,42.52,Low,25.96666666666667,8.440000000000001
122,Weekend,5.1,6.69,1,3,No,5.89,80.2,43.03,Low,15.725490196078432,7.69
123,Weekend,5.87,8.23,0,4,Yes,5.52,91.4,10.14,Low,15.57069846678024,8.23
123,Weekend,4.62,6.97,1,2,No,6.29,95.4,9.52,Low,20.64935064935065,7.97
123,Weekday,9.67,11.93,6,5,No,7.0,83.7,18.13,Low,8.655635987590486,17.93
123,Weekend,6.5,8.68,1,4,No,8.32,95.0,14.65,Low,14.615384615384615,9.68
123,Weekday,7.53,9.59,4,5,Yes,7.29,87.4,20.65,Low,11.606905710491368,13.59
123,Weekday,9.46,12.83,3,3,Yes,7.46,73.3,30.4,Low,7.748414376321352,15.83
123,Weekend,4.21,7.77,1,5,No,6.25,90.5,24.05,Low,21.49643705463183,8.77
123,Weekday,11.09,14.62,2,4,No,5.44,74.6,34.78,Low,6.726780883678989,16.619999999999997
123,Weekday,10.01,12.12,3,3,Yes,7.86,73.0,39.49,Low,7.292707292707293,15.12
123,Weekend,5.36,8.7,1,3,No,7.06,69.6,42.02,Low,12.98507462686567,9.7
124,Weekday,7.29,9.27,2,5,No,7.24,96.7,10.03,Low,13.26474622770919,11.27
124,Weekend,5.63,9.29,0,1,Yes,6.21,92.0,18.28,Low,16.341030195381883,9.29
124,Weekend,4.48,6.8,1,5,Yes,8.73,83.4,23.14,Low,18.616071428571427,7.8
124,Weekday,8.09,10.66,3,3,No,7.37,84.2,30.56,Low,10.407911001236094,13.66
124,Weekday,9.19,13.16,3,3,No,7.8,91.8,37.08,Low,9.98911860718172,16.16
124,Weekday,9.4,11.36,3,3,Yes,7.56,68.7,57.21,Low,7.308510638297872,14.36
124,Weekday,6.76,9.65,3,2,Yes,5.64,57.5,71.2,Medium,8.505917159763314,12.65
124,Weekend,4.4,7.14,2,2,No,7.39,57.5,73.8,Medium,13.068181818181817,9.14
124,Weekend,3.0,6.83,1,1,No,8.37,53.4,75.82,Medium,17.8,7.83
124,Weekend,5.46,7.88,3,1,No,7.37,43.5,84.81,Medium,7.967032967032967,10.879999999999999
125,Weekend,4.04,6.82,1,2,No,7.29,89.5,9.61,Low,22.153465346534652,7.82
125,Weekend,3.83,7.59,0,1,Yes,6.58,83.6,16.07,Low,21.827676240208877,7.59
125,Weekend,4.54,6.97,0,1,No,7.32,88.0,16.31,Low,19.383259911894275,6.97
125,Weekday,11.4,15.0,5,3,Yes,6.59,78.1,38.19,Low,6.8508771929824555,20.0
125,Weekend,4.12,8.04,1,2,Yes,6.7,71.2,45.71,Low,17.281553398058254,9.04
125,Weekend,3.07,5.68,1,4,Yes,6.43,60.0,52.03,Low,19.54397394136808,6.68
125,Weekend,4.94,6.54,0,5,No,7.34,70.7,47.93,Low,14.311740890688258,6.54
125,Weekend,5.78,8.34,1,1,Yes,6.56,63.8,57.87,Low,11.038062283737023,9.34
125,Weekday,7.92,9.86,5,3,No,7.27,60.8,68.53,Low,7.6767676767676765,14.86
125,Weekend,6.3,8.37,3,2,No,6.95,50.4,79.11,Medium,8.0,11.37
126,Weekend,3.75,6.82,1,5,Yes,7.4,98.8,6.19,Low,26.346666666666668,7.82
126,Weekend,4.88,7.09,3,5,No,7.49,100.6,6.93,Low,20.614754098360656,10.09
126,Weekend,5.38,6.99,0,4,Yes,7.2,90.0,13.19,Low,16.728624535315987,6.99
126,Weekday,6.05,8.77,1,1,No,7.98,91.5,15.33,Low,15.12396694214876,9.77
126,Weekday,8.67,11.72,4,4,No,7.29,80.8,25.42,Low,9.319492502883506,15.72
126,Weekday,8.55,11.56,7,1,Yes,7.59,73.1,37.41,Low,8.54970760233918,18.560000000000002
126,Weekend,4.66,7.83,1,5,No,8.85,75.1,36.71,Low,16.11587982832618,8.83
126,Weekend,7.12,9.13,1,5,No,6.29,70.2,41.72,Low,9.859550561797754,10.13
126,Weekday,9.14,11.71,2,4,No,6.33,70.0,47.42,Low,7.658643326039387,13.71
126,Weekday,9.42,13.16,3,1,No,4.76,59.9,59.68,Low,6.3588110403397025,16.16
127,Weekend,3.32,7.29,1,4,No,8.24,100.5,5.42,Low,30.2710843373494,8.29
127,Weekend,4.4,6.49,1,1,Yes,7.02,84.4,15.79,Low,19.18181818181818,7.49
127,Weekend,3.25,6.25,0,3,No,7.57,92.0,12.06,Low,28.307692307692307,6.25
127,Weekend,3.0,6.27,2,5,No,6.42,88.5,13.74,Low,29.5,8.27
127,Weekend,3.32,6.39,1,4,No,4.58,91.3,14.18,Low,27.5,7.39
127,Weekend,4.51,7.6,0,4,No,7.26,94.7,13.52,Low,20.99778270509978,7.6
127,Weekend,6.56,9.61,0,4,Yes,8.18,78.9,24.25,Low,12.027439024390246,9.61
127,Weekday,9.24,12.93,3,1,Yes,8.01,74.7,37.29,Low,8.084415584415584,15.93
127,Weekend,4.9,8.35,1,5,Yes,4.93,71.9,43.19,Low,14.673469387755102,9.35
127,Weekday,8.8,11.13,2,1,No,7.24,69.4,52.58,Low,7.886363636363637,13.13
128,Weekday,6.04,8.1,6,4,No,7.3,85.7,20.67,Low,14.188741721854305,14.1
128,Weekday,8.34,12.15,3,3,No,6.51,76.1,35.01,Low,9.124700239808153,15.15
128,Weekday,9.62,12.77,4,1,No,5.68,70.4,51.84,Low,7.318087318087319,16.77
128,Weekday,8.47,10.67,5,4,No,5.72,62.6,66.45,Low,7.3907910271546635,15.67
128,Weekend,4.7,6.21,1,3,Yes,8.88,63.0,68.74,Low,13.404255319148936,7.21
128,Weekend,7.21,9.29,0,1,No,5.58,61.6,76.63,Medium,8.54368932038835,9.29
128,Weekday,9.97,13.93,1,4,Yes,6.93,40.0,98.02,Medium,4.012036108324975,14.93
128,Weekday,8.34,11.4,3,2,Yes,8.18,40.0,109.41,Medium,4.796163069544365,14.4
128,Weekday,11.9,13.48,5,5,No,7.98,40.0,123.6,High,3.361344537815126,18.48
128,Weekend,5.24,8.25,0,1,Yes,6.36,40.0,129.82,High,7.633587786259541,8.25
129,Weekday,8.51,10.7,4,2,Yes,6.69,98.0,13.47,Low,11.515863689776733,14.7
129,Weekday,8.68,10.28,3,4,No,6.38,81.3,24.09,Low,9.366359447004609,13.28
129,Weekday,7.57,10.63,4,2,No,7.45,78.4,29.17,Low,10.35667107001321,14.63
129,Weekday,8.12,11.95,0,4,No,6.18,86.1,29.23,Low,10.60344827586207,11.95
129,Weekday,10.57,14.17,3,3,Yes,5.96,77.3,39.52,Low,7.313150425733206,17.17
129,Weekend,4.92,8.46,1,3,No,8.88,64.4,45.43,Low,13.089430894308945,9.46
129,Weekday,8.11,10.76,4,2,Yes,5.95,68.1,49.46,Low,8.397040690505548,14.76
129,Weekday,9.37,12.85,1,1,No,6.08,65.5,55.36,Low,6.990394877267877,13.85
129,Weekend,5.18,8.82,0,1,No,8.01,58.0,59.65,Low,11.196911196911197,8.82
129,Weekend,4.53,7.25,2,5,No,6.66,63.1,58.54,Low,13.929359823399558,9.25
130,Weekday,9.53,12.23,4,2,No,8.12,83.9,25.62,Low,8.803777544596013,16.23
130,Weekend,6.02,8.17,0,4,Yes,7.26,81.8,31.34,Low,13.588039867109636,8.17
130,Weekday,12.17,14.81,7,2,Yes,6.45,57.4,63.16,Low,4.7165160230073955,21.810000000000002
130,Weekday,8.96,12.12,6,4,Yes,7.44,49.0,81.17,Medium,5.468749999999999,18.119999999999997
130,Weekday,9.66,13.12,7,3,No,5.84,40.0,101.14,Medium,4.140786749482402,20.119999999999997
130,Weekday,9.44,12.88,3,4,No,8.43,40.0,111.44,High,4.237288135593221,15.88
130,Weekday,9.61,12.66,1,5,No,7.9,40.0,120.12,High,4.162330905306972,13.66
130,Weekend,3.79,7.21,1,2,Yes,7.46,40.0,123.85,High,10.554089709762533,8.21
130,Weekend,4.69,7.09,1,3,No,7.24,40.0,126.01,High,8.528784648187633,8.09
130,Weekend,3.54,7.22,1,5,No,7.36,40.0,125.89,High,11.299435028248588,8.219999999999999
131,Weekday,6.0,7.76,5,2,No,5.22,85.0,22.38,Low,14.166666666666666,12.76
131,Weekday,7.29,9.98,3,5,No,6.58,76.3,32.51,Low,10.46639231824417,12.98
131,Weekday,7.93,9.62,4,1,No,5.98,76.9,42.37,Low,9.69735182849937,13.62
131,Weekend,4.19,8.16,0,1,No,6.29,65.9,49.66,Low,15.727923627684964,8.16
131,Weekend,4.85,6.47,1,4,No,6.8,56.1,55.21,Low,11.567010309278352,7.47
131,Weekday,7.64,10.56,5,4,Yes,6.23,57.5,65.91,Low,7.526178010471204,15.56
131,Weekend,5.11,6.99,0,1,No,9.52,56.5,67.25,Low,11.056751467710372,6.99
131,Weekday,9.1,11.59,3,5,No,4.97,50.6,79.87,Medium,5.560439560439561,14.59
131,Weekday,8.38,10.52,6,3,Yes,8.09,40.0,95.93,Medium,4.77326968973747,16.52
131,Weekend,3.79,6.32,0,1,No,6.46,40.0,97.44,Medium,10.554089709762533,6.32
132,Weekday,10.62,13.0,1,5,No,6.14,82.1,25.34,Low,7.730696798493408,14.0
132,Weekend,3.92,7.05,1,3,Yes,8.1,89.9,25.04,Low,22.933673469387756,8.05
132,Weekend,3.25,5.92,1,3,No,7.19,85.4,26.92,Low,26.27692307692308,6.92
132,Weekday,8.57,11.95,2,4,No,6.91,69.7,42.79,Low,8.133022170361727,13.95
132,Weekday,8.05,11.92,4,5,No,7.92,65.9,53.61,Low,8.186335403726709,15.92
132,Weekend,4.14,6.38,3,3,No,7.14,66.4,56.36,Low,16.038647342995173,9.379999999999999
132,Weekday,7.57,9.41,1,4,No,7.75,56.1,66.1,Low,7.4108322324966975,10.41
132,Weekend,4.44,6.32,0,3,No,7.78,55.2,66.77,Low,12.432432432432432,6.32
132,Weekend,5.36,7.52,2,1,No,4.59,58.2,72.81,Medium,10.85820895522388,9.52
132,Weekday,8.5,10.01,3,5,No,6.48,56.1,82.74,Medium,6.6000000000000005,13.01
133,Weekend,4.56,6.36,0,3,No,7.77,86.8,15.74,Low,19.035087719298247,6.36
133,Weekday,7.19,11.1,2,5,No,6.92,82.9,19.8,Low,11.52990264255911,13.1
133,Weekend,3.0,5.55,0,5,No,6.35,95.3,14.27,Low,31.766666666666666,5.55
133,Weekday,9.54,11.4,4,1,Yes,8.83,87.0,22.67,Low,9.119496855345913,15.4
133,Weekday,8.48,10.42,2,2,No,6.8,87.0,26.18,Low,10.25943396226415,12.42
133,Weekend,3.15,5.72,1,1,No,6.98,80.5,29.18,Low,25.555555555555557,6.72
133,Weekend,3.34,5.41,1,5,Yes,6.79,78.9,30.31,Low,23.622754491017968,6.41
133,Weekend,5.27,8.41,2,1,No,7.93,83.8,30.1,Low,15.901328273244783,10.41
133,Weekday,6.89,10.41,2,1,No,7.97,75.5,36.15,Low,10.95791001451379,12.41
133,Weekday,10.31,11.93,2,3,No,6.72,78.4,39.33,Low,7.604267701260912,13.93
134,Weekday,8.84,11.84,4,2,No,8.22,83.2,19.44,Low,9.411764705882353,15.84
134,Weekday,9.45,12.01,1,1,Yes,7.52,87.0,26.72,Low,9.206349206349207,13.01
134,Weekend,5.73,9.48,1,4,No,7.61,76.6,33.43,Low,13.368237347294937,10.48
134,Weekday,8.23,11.59,3,1,No,6.29,72.5,43.12,Low,8.809234507897933,14.59
134,Weekday,9.67,12.59,4,5,No,6.96,67.4,53.39,Low,6.970010341261634,16.59
134,Weekday,8.67,12.38,2,1,No,8.14,48.4,68.09,Low,5.582468281430219,14.38
134,Weekday,8.81,12.55,0,4,Yes,5.75,52.5,74.3,Medium,5.959137343927355,12.55
134,Weekday,8.61,11.99,5,5,Yes,8.6,43.7,86.11,Medium,5.075493612078978,16.990000000000002
134,Weekend,3.73,6.81,0,4,Yes,5.39,44.6,88.04,Medium,11.95710455764075,6.81
134,Weekday,8.13,12.1,4,3,Yes,7.61,40.0,98.6,Medium,4.920049200492004,16.1
135,Weekend,3.88,6.9,1,3,Yes,5.96,90.8,10.02,Low,23.4020618556701,7.9
135,Weekday,7.85,9.42,1,2,Yes,7.02,94.4,12.16,Low,12.02547770700637,10.42
135,Weekday,9.41,11.38,3,1,No,7.98,84.5,20.39,Low,8.9798087141339,14.38
135,Weekend,4.35,6.24,0,4,No,7.13,81.1,21.81,Low,18.643678160919542,6.24
135,Weekday,7.44,10.73,3,4,Yes,7.26,85.5,23.82,Low,11.491935483870968,13.73
135,Weekday,9.85,12.9,2,1,No,7.14,84.4,28.98,Low,8.568527918781728,14.9
135,Weekend,5.44,7.31,1,4,No,6.1,82.3,31.09,Low,15.128676470588234,8.309999999999999
135,Weekday,7.24,10.32,4,1,No,5.95,73.3,38.79,Low,10.124309392265193,14.32
135,Weekend,4.31,7.46,2,3,No,5.73,71.8,40.87,Low,16.65893271461717,9.46
135,Weekend,6.31,8.4,0,2,Yes,9.1,70.4,43.27,Low,11.15689381933439,8.4
136,Weekend,4.45,7.24,1,3,No,8.0,93.9,7.38,Low,21.10112359550562,8.24
136,Weekend,5.31,7.42,0,2,Yes,7.81,92.3,11.81,Low,17.38229755178908,7.42
136,Weekday,9.24,11.93,2,3,No,7.27,76.3,27.1,Low,8.257575757575758,13.93
136,Weekend,4.13,7.82,0,2,Yes,7.14,77.9,29.82,Low,18.861985472154966,7.82
136,Weekday,8.98,12.79,4,4,Yes,7.46,65.6,46.35,Low,7.30512249443207,16.79
136,Weekend,4.28,7.27,1,5,Yes,7.4,60.3,50.88,Low,14.08878504672897,8.27
136,Weekday,7.76,11.56,2,4,No,6.39,71.6,53.85,Low,9.22680412371134,13.56
136,Weekday,9.61,11.52,5,2,No,6.9,54.2,72.57,Medium,5.639958376690948,16.52
136,Weekend,3.0,6.92,2,5,Yes,6.75,64.4,70.7,Medium,21.46666666666667,8.92
136,Weekend,4.67,6.37,0,4,No,8.55,57.0,73.12,Medium,12.205567451820128,6.37
137,Weekend,3.12,6.92,2,1,No,7.33,107.2,2.5,Low,34.35897435897436,8.92
137,Weekend,5.51,7.79,3,1,No,7.51,84.7,15.59,Low,15.372050816696916,10.79
137,Weekday,8.15,11.75,3,2,No,7.38,87.0,21.89,Low,10.67484662576687,14.75
137,Weekend,3.28,5.59,0,5,No,8.06,81.9,22.08,Low,24.969512195121954,5.59
137,Weekday,7.87,10.96,3,5,No,6.65,79.7,29.0,Low,10.127064803049555,13.96
137,Weekend,5.55,7.67,0,2,No,8.56,77.0,31.54,Low,13.873873873873874,7.67
137,Weekday,9.4,11.98,5,1,No,7.93,75.7,41.46,Low,8.053191489361701,16.98
137,Weekend,3.51,5.97,1,1,Yes,9.57,74.1,43.26,Low,21.11111111111111,6.97
137,Weekend,7.83,10.1,1,2,No,8.18,80.0,45.69,Low,10.217113665389528,11.1
137,Weekday,8.2,11.75,7,5,Yes,8.59,57.2,64.02,Low,6.975609756097562,18.75
138,Weekday,9.47,12.79,6,2,No,7.12,84.3,22.36,Low,8.901795142555438,18.79
138,Weekday,8.1,10.46,3,3,No,9.42,84.5,25.8,Low,10.4320987654321,13.46
138,Weekday,8.03,11.5,3,1,Yes,8.07,80.1,33.3,Low,9.975093399750934,14.5
138,Weekend,3.0,5.84,1,4,No,7.81,76.6,34.1,Low,25.53333333333333,6.84
138,Weekend,3.88,6.38,1,5,Yes,7.75,77.2,34.59,Low,19.896907216494846,7.38
138,Weekend,5.86,9.16,0,2,No,6.75,81.6,35.02,Low,13.924914675767916,9.16
138,Weekend,5.73,9.33,1,1,No,5.34,73.6,41.53,Low,12.844677137870853,10.33
138,Weekend,5.7,9.45,1,2,No,6.26,67.7,46.63,Low,11.87719298245614,10.45
138,Weekday,7.83,10.43,1,1,No,5.13,66.1,51.97,Low,8.441890166028097,11.43
138,Weekend,6.36,9.21,0,2,No,7.47,64.1,54.98,Low,10.078616352201257,9.21
139,Weekend,5.86,9.21,0,1,Yes,7.29,85.7,21.77,Low,14.62457337883959,9.21
139,Weekday,7.78,10.57,2,4,No,7.44,79.4,31.75,Low,10.205655526992288,12.57
139,Weekday,10.02,12.41,5,1,No,6.66,66.8,52.19,Low,6.666666666666667,17.41
139,Weekend,3.23,5.37,1,5,No,7.83,69.3,49.35,Low,21.455108359133128,6.37
139,Weekday,9.29,11.83,1,1,No,7.67,62.8,62.26,Low,6.759956942949408,12.83
139,Weekday,10.56,14.48,7,3,No,6.51,40.0,89.13,Medium,3.7878787878787876,21.48
139,Weekend,3.64,6.77,0,3,Yes,6.59,40.0,91.88,Medium,10.989010989010989,6.77
139,Weekend,3.14,6.19,1,1,Yes,7.24,40.0,95.12,Medium,12.738853503184712,7.19
139,Weekend,5.57,7.72,1,4,Yes,7.13,40.0,100.27,Medium,7.1813285457809695,8.719999999999999
139,Weekend,3.25,6.94,0,3,No,5.13,40.0,101.72,Medium,12.307692307692308,6.94
140,Weekend,4.92,8.21,2,2,No,5.6,88.5,19.71,Low,17.98780487804878,10.21
140,Weekday,6.87,9.52,5,5,Yes,5.56,85.0,32.52,Low,12.372634643377001,14.52
140,Weekday,6.5,9.36,2,2,Yes,6.85,71.3,47.08,Low,10.96923076923077,11.36
140,Weekend,3.88,5.74,1,5,No,6.64,75.1,45.6,Low,19.355670103092784,6.74
140,Weekday,6.05,8.89,1,3,No,6.74,67.3,53.69,Low,11.12396694214876,9.89
140,Weekend,5.75,9.04,1,1,Yes,6.44,55.1,66.77,Low,9.582608695652175,10.04
140,Weekend,4.19,6.36,2,2,No,5.49,53.5,71.42,Medium,12.76849642004773,8.36
140,Weekday,10.78,13.93,4,5,No,6.89,42.7,89.68,Medium,3.9610389610389616,17.93
140,Weekend,4.47,8.45,1,3,No,8.81,42.4,91.23,Medium,9.48545861297539,9.45
140,Weekday,9.65,12.52,2,5,No,6.64,40.0,102.76,Medium,4.1450777202072535,14.52
141,Weekend,3.4,5.98,0,5,Yes,4.5,96.6,10.19,Low,28.41176470588235,5.98
141,Weekday,7.33,9.75,3,1,No,7.88,86.7,20.68,Low,11.828103683492497,12.75
141,Weekend,3.99,7.97,0,1,No,7.36,83.0,23.75,Low,20.80200501253133,7.97
141,Weekend,7.1,8.68,0,4,No,5.94,82.3,28.03,Low,11.591549295774648,8.68
141,Weekend,6.23,8.23,1,5,No,7.9,75.9,32.78,Low,12.18298555377207,9.23
141,Weekday,8.29,9.97,1,4,Yes,7.38,76.1,39.57,Low,9.179734620024126,10.97
141,Weekend,3.0,4.63,3,1,Yes,6.23,69.3,45.88,Low,23.099999999999998,7.63
141,Weekday,9.27,13.26,3,1,No,5.95,55.5,62.09,Low,5.98705501618123,16.259999999999998
141,Weekday,9.06,11.56,2,5,No,7.29,57.4,68.13,Low,6.335540838852097,13.56
141,Weekend,3.03,5.59,1,4,Yes,6.69,57.1,69.49,Low,18.844884488448848,6.59
142,Weekend,6.36,10.15,2,1,Yes,5.72,87.0,18.87,Low,13.679245283018867,12.15
142,Weekend,4.89,6.99,0,3,Yes,7.67,89.4,19.47,Low,18.282208588957058,6.99
142,Weekday,7.94,11.74,1,2,Yes,5.76,80.0,28.77,Low,10.075566750629722,12.74
142,Weekday,10.96,14.92,5,4,Yes,7.57,69.2,41.22,Low,6.313868613138686,19.92
142,Weekday,9.39,10.94,7,2,No,6.83,69.7,47.92,Low,7.4227902023429175,17.939999999999998
